task_id,group_id,ordinal,worker_agent,service_id,primary_standard,required_state,deployment_state,receipt_requirement,completion_state,completed_by,receipt_path
V98-G09_provider_peer_ack_drive_simb-005,G09_provider_peer_ack_drive_simb,5,peer_ack_verifier,peer_ack_verifier,PROVIDER_ATTESTATION_GATE,PROVIDER_REQUIRED,PROVIDER_GATED,signed provider envelope or explicit provider failure receipt,NOT_COMPLETED,,
V98-G09_provider_peer_ack_drive_simb-006,G09_provider_peer_ack_drive_simb,6,peer_ack_verifier,peer_ack_verifier,PROVIDER_ATTESTATION_GATE,PROVIDER_REQUIRED,PROVIDER_GATED,signed provider envelope or explicit provider failure receipt,NOT_COMPLETED,,
V98-G09_provider_peer_ack_drive_simb-007,G09_provider_peer_ack_drive_simb,7,peer_ack_verifier,peer_ack_verifier,PROVIDER_ATTESTATION_GATE,PROVIDER_REQUIRED,PROVIDER_GATED,signed provider envelope or explicit provider failure receipt,NOT_COMPLETED,,
V98-G09_provider_peer_ack_drive_simb-008,G09_provider_peer_ack_drive_simb,8,peer_ack_verifier,peer_ack_verifier,PROVIDER_ATTESTATION_GATE,PROVIDER_REQUIRED,PROVIDER_GATED,signed provider envelope or explicit provider failure receipt,NOT_COMPLETED,,
V98-G09_provider_peer_ack_drive_simb-009,G09_provider_peer_ack_drive_simb,9,peer_ack_verifier,peer_ack_verifier,PROVIDER_ATTESTATION_GATE,PROVIDER_REQUIRED,PROVIDER_GATED,signed provider envelope or explicit provider failure receipt,NOT_COMPLETED,,
V98-G09_provider_peer_ack_drive_simb-010,G09_provider_peer_ack_drive_simb,10,peer_ack_verifier,peer_ack_verifier,PROVIDER_ATTESTATION_GATE,PROVIDER_REQUIRED,PROVIDER_GATED,signed provider envelope or explicit provider failure receipt,NOT_COMPLETED,,
V98-G10_hardening_standards_supply_chain-001,G10_hardening_standards_supply_chain,1,acceptance_harness_agent,supply_chain_hardening,SLSA_CYCLONEDX_OWASP_ASVS,LOCAL_PASS_OR_EXTERNAL_CERTIFICATION_REQUIRED,LOCAL_OR_EXTERNAL_CERTIFICATION_GATED,SBOM/provenance/security-control receipt; no certification claim without certificate,NOT_COMPLETED,,
V98-G10_hardening_standards_supply_chain-002,G10_hardening_standards_supply_chain,2,acceptance_harness_agent,supply_chain_hardening,SLSA_CYCLONEDX_OWASP_ASVS,LOCAL_PASS_OR_EXTERNAL_CERTIFICATION_REQUIRED,LOCAL_OR_EXTERNAL_CERTIFICATION_GATED,SBOM/provenance/security-control receipt; no certification claim without certificate,NOT_COMPLETED,,
V98-G10_hardening_standards_supply_chain-003,G10_hardening_standards_supply_chain,3,acceptance_harness_agent,supply_chain_hardening,SLSA_CYCLONEDX_OWASP_ASVS,LOCAL_PASS_OR_EXTERNAL_CERTIFICATION_REQUIRED,LOCAL_OR_EXTERNAL_CERTIFICATION_GATED,SBOM/provenance/security-control receipt; no certification claim without certificate,NOT_COMPLETED,,
V98-G10_hardening_standards_supply_chain-004,G10_hardening_standards_supply_chain,4,acceptance_harness_agent,supply_chain_hardening,SLSA_CYCLONEDX_OWASP_ASVS,LOCAL_PASS_OR_EXTERNAL_CERTIFICATION_REQUIRED,LOCAL_OR_EXTERNAL_CERTIFICATION_GATED,SBOM/provenance/security-control receipt; no certification claim without certificate,NOT_COMPLETED,,
